index,byte,bit,quest_id,category,prowler,rank,name,notes
968,121,0,40206,Special Permit,no,,Snowbaron VI: Hunt,
969,121,1,40207,Special Permit,no,,Snowbaron VII: Capture,
970,121,2,40208,Special Permit,no,,Snowbaron VIII: Hunt,
971,121,3,40209,Special Permit,no,,Snowbaron IX: Hunt,
972,121,4,40210,Special Permit,no,,Snowbaron X: Hunt,
973,121,5,40211,Special Permit,no,,Snowbaron G1: Capture,
974,121,6,40212,Special Permit,no,,Snowbaron G2: Hunt,
975,121,7,40213,Special Permit,no,,Snowbaron G3: Hunt,
976,122,0,40214,Special Permit,no,,Snowbaron G4: Hunt,
977,122,1,40215,Special Permit,no,,Snowbaron G5: Hunt,
978,122,2,40216,Special Permit,no,,Snowbaron EX: Hunt,
979,122,3,40301,Special Permit,no,,Stonefist I: Hunt,
980,122,4,40302,Special Permit,no,,Stonefist II: Capture,
981,122,5,40303,Special Permit,no,,Stonefist III: Hunt,
982,122,6,40304,Special Permit,no,,Stonefist IV: Hunt,
983,122,7,40305,Special Permit,no,,Stonefist V: Hunt,
984,123,0,40306,Special Permit,no,,Stonefist VI: Hunt,
985,123,1,40307,Special Permit,no,,Stonefist VII: Capture,
986,123,2,40308,Special Permit,no,,Stonefist VIII: Hunt,
987,123,3,40309,Special Permit,no,,Stonefist IX: Hunt,
988,123,4,40310,Special Permit,no,,Stonefist X: Hunt,
989,123,5,40311,Special Permit,no,,Stonefist G1: Capture,
990,123,6,40312,Special Permit,no,,Stonefist G2: Hunt,
991,123,7,40313,Special Permit,no,,Stonefist G3: Hunt,
992,124,0,40314,Special Permit,no,,Stonefist G4: Hunt,
993,124,1,40315,Special Permit,no,,Stonefist G5: Hunt,
994,124,2,40316,Special Permit,no,,Stonefist EX: Hunt,
995,124,3,40401,Special Permit,no,,Dreadqueen I: Hunt,
996,124,4,40402,Special Permit,no,,Dreadqueen II: Capture,
997,124,5,40403,Special Permit,no,,Dreadqueen III: Hunt,
998,124,6,40404,Special Permit,no,,Dreadqueen IV: Hunt,
999,124,7,40405,Special Permit,no,,Dreadqueen V: Hunt,
1000,125,0,40406,Special Permit,no,,Dreadqueen VI: Hunt,
1001,125,1,40407,Special Permit,no,,Dreadqueen VII: Capture,
1002,125,2,40408,Special Permit,no,,Dreadqueen VIII: Hunt,
1003,125,3,40409,Special Permit,no,,Dreadqueen IX: Hunt,
1004,125,4,40410,Special Permit,no,,Dreadqueen X: Hunt,
1005,125,5,40411,Special Permit,no,,Dreadqueen G1: Capture,
1006,125,6,40412,Special Permit,no,,Dreadqueen G2: Hunt,
1007,125,7,40413,Special Permit,no,,Dreadqueen G3: Hunt,
1008,126,0,40414,Special Permit,no,,Dreadqueen G4: Hunt,
1009,126,1,40415,Special Permit,no,,Dreadqueen G5: Hunt,
1010,126,2,40416,Special Permit,no,,Dreadqueen EX: Hunt,
1011,126,3,40501,Special Permit,no,,Drilltusk I: Hunt,
1012,126,4,40502,Special Permit,no,,Drilltusk II: Capture,
1013,126,5,40503,Special Permit,no,,Drilltusk III: Hunt,
1014,126,6,40504,Special Permit,no,,Drilltusk IV: Hunt,
1015,126,7,40505,Special Permit,no,,Drilltusk V: Hunt,
1016,127,0,40506,Special Permit,no,,Drilltusk VI: Hunt,
1017,127,1,40507,Special Permit,no,,Drilltusk VII: Capture,
1018,127,2,40508,Special Permit,no,,Drilltusk VIII: Hunt,
1019,127,3,40509,Special Permit,no,,Drilltusk IX: Hunt,
1020,127,4,40510,Special Permit,no,,Drilltusk X: Hunt,
1021,127,5,40511,Special Permit,no,,Drilltusk G1: Capture,
1022,127,6,40512,Special Permit,no,,Drilltusk G2: Hunt,
1023,127,7,40513,Special Permit,no,,Drilltusk G3: Hunt,
1024,128,0,40514,Special Permit,no,,Drilltusk G4: Hunt,
1025,128,1,40515,Special Permit,no,,Drilltusk G5: Hunt,
1026,128,2,40516,Special Permit,no,,Drilltusk EX: Hunt,
1027,128,3,40601,Special Permit,no,,Silverwind I: Hunt,
1028,128,4,40602,Special Permit,no,,Silverwind II: Capture,
1029,128,5,40603,Special Permit,no,,Silverwind III: Hunt,
1030,128,6,40604,Special Permit,no,,Silverwind IV: Hunt,
1031,128,7,40605,Special Permit,no,,Silverwind V: Hunt,
1032,129,0,40606,Special Permit,no,,Silverwind VI: Hunt,
1033,129,1,40607,Special Permit,no,,Silverwind VII: Capture,
1034,129,2,40608,Special Permit,no,,Silverwind VIII: Hunt,
1035,129,3,40609,Special Permit,no,,Silverwind IX: Hunt,
1036,129,4,40610,Special Permit,no,,Silverwind X: Hunt,
1037,129,5,40611,Special Permit,no,,Silverwind G1: Capture,
1038,129,6,40612,Special Permit,no,,Silverwind G2: Hunt,
1039,129,7,40613,Special Permit,no,,Silverwind G3: Hunt,
1040,130,0,40614,Special Permit,no,,Silverwind G4: Hunt,
1041,130,1,40615,Special Permit,no,,Silverwind G5: Hunt,
1042,130,2,40616,Special Permit,no,,Silverwind EX: Hunt,
1043,130,3,40701,Special Permit,no,,Crystalbeard I: Hunt,
1044,130,4,40702,Special Permit,no,,Crystalbeard II: Capture,
1045,130,5,40703,Special Permit,no,,Crystalbeard III: Hunt,
1046,130,6,40704,Special Permit,no,,Crystalbeard IV: Hunt,
1047,130,7,40705,Special Permit,no,,Crystalbeard V: Hunt,
1048,131,0,40706,Special Permit,no,,Crystalbeard VI: Hunt,
1049,131,1,40707,Special Permit,no,,Crystalbeard VII: Capture,
1050,131,2,40708,Special Permit,no,,Crystalbeard VIII: Hunt,
1051,131,3,40709,Special Permit,no,,Crystalbeard IX: Hunt,
1052,131,4,40710,Special Permit,no,,Crystalbeard X: Hunt,
1053,131,5,40711,Special Permit,no,,Crystalbeard G1: Capture,
1054,131,6,40712,Special Permit,no,,Crystalbeard G2: Hunt,
1055,131,7,40713,Special Permit,no,,Crystalbeard G3: Hunt,
1056,132,0,40714,Special Permit,no,,Crystalbeard G4: Hunt,
1057,132,1,40715,Special Permit,no,,Crystalbeard G5: Hunt,
1058,132,2,40716,Special Permit,no,,Crystalbeard EX: Hunt,
1059,132,3,40801,Special Permit,no,,Deadeye I: Hunt,
1060,132,4,40802,Special Permit,no,,Deadeye II: Capture,
1061,132,5,40803,Special Permit,no,,Deadeye III: Hunt,
1062,132,6,40804,Special Permit,no,,Deadeye IV: Hunt,
1063,132,7,40805,Special Permit,no,,Deadeye V: Hunt,
1064,133,0,40806,Special Permit,no,,Deadeye VI: Hunt,
1065,133,1,40807,Special Permit,no,,Deadeye VII: Capture,
1066,133,2,40808,Special Permit,no,,Deadeye VIII: Hunt,
1067,133,3,40809,Special Permit,no,,Deadeye IX: Hunt,
1068,133,4,40810,Special Permit,no,,Deadeye X: Hunt,
1069,133,5,40811,Special Permit,no,,Deadeye G1: Capture,
1070,133,6,40812,Special Permit,no,,Deadeye G2: Hunt,
1071,133,7,40813,Special Permit,no,,Deadeye G3: Hunt,
1072,134,0,40814,Special Permit,no,,Deadeye G4: Hunt,
1073,134,1,40815,Special Permit,no,,Deadeye G5: Hunt,
1074,134,2,40816,Special Permit,no,,Deadeye EX: Hunt,
1075,134,3,40901,Special Permit,no,,Dreadking I: Hunt,
1076,134,4,40902,Special Permit,no,,Dreadking II: Capture,
1077,134,5,40903,Special Permit,no,,Dreadking III: Hunt,
1078,134,6,40904,Special Permit,no,,Dreadking IV: Hunt,
1079,134,7,40905,Special Permit,no,,Dreadking V: Hunt,
1080,135,0,40906,Special Permit,no,,Dreadking VI: Hunt,
1081,135,1,40907,Special Permit,no,,Dreadking VII: Capture,
1082,135,2,40908,Special Permit,no,,Dreadking VIII: Hunt,
1083,135,3,40909,Special Permit,no,,Dreadking IX: Hunt,
1084,135,4,40910,Special Permit,no,,Dreadking X: Hunt,
1085,135,5,40911,Special Permit,no,,Dreadking G1: Capture,
1086,135,6,40912,Special Permit,no,,Dreadking G2: Hunt,
1087,135,7,40913,Special Permit,no,,Dreadking G3: Hunt,
1088,136,0,40914,Special Permit,no,,Dreadking G4: Hunt,
1089,136,1,40915,Special Permit,no,,Dreadking G5: Hunt,
1090,136,2,40916,Special Permit,no,,Dreadking EX: Hunt,
1091,136,3,41001,Special Permit,no,,Thunderlord I: Hunt,
1092,136,4,41002,Special Permit,no,,Thunderlord II: Capture,
1093,136,5,41003,Special Permit,no,,Thunderlord III: Hunt,
1094,136,6,41004,Special Permit,no,,Thunderlord IV: Hunt,
1095,136,7,41005,Special Permit,no,,Thunderlord V: Hunt,
1096,137,0,41006,Special Permit,no,,Thunderlord VI: Hunt,
1097,137,1,41007,Special Permit,no,,Thunderlord VII: Hunt,
1098,137,2,41008,Special Permit,no,,Thunderlord VIII: Capture,
1099,137,3,41009,Special Permit,no,,Thunderlord IX: Hunt,
1100,137,4,41010,Special Permit,no,,Thunderlord X: Hunt,
1101,137,5,41011,Special Permit,no,,Thunderlord G1: Capture,
1102,137,6,41012,Special Permit,no,,Thunderlord G2: Hunt,
1103,137,7,41013,Special Permit,no,,Thunderlord G3: Hunt,
1104,138,0,41014,Special Permit,no,,Thunderlord G4: Hunt,
1105,138,1,41015,Special Permit,no,,Thunderlord G5: Hunt,
1106,138,2,41016,Special Permit,no,,Thunderlord EX: Hunt,
1107,138,3,41101,Special Permit,no,,Grimclaw I: Hunt,
1108,138,4,41102,Special Permit,no,,Grimclaw II: Capture,
1109,138,5,41103,Special Permit,no,,Grimclaw III: Hunt,
1110,138,6,41104,Special Permit,no,,Grimclaw IV: Hunt,
1111,138,7,41105,Special Permit,no,,Grimclaw V: Hunt,
1112,139,0,41106,Special Permit,no,,Grimclaw VI: Hunt,
1113,139,1,41107,Special Permit,no,,Grimclaw VII: Hunt,
1114,139,2,41108,Special Permit,no,,Grimclaw VIII: Capture,
1115,139,3,41109,Special Permit,no,,Grimclaw IX: Hunt,
1116,139,4,41110,Special Permit,no,,Grimclaw X: Hunt,
1117,139,5,41111,Special Permit,no,,Grimclaw G1: Capture,
1118,139,6,41112,Special Permit,no,,Grimclaw G2: Hunt,
1119,139,7,41113,Special Permit,no,,Grimclaw G3: Hunt,
1120,140,0,41114,Special Permit,no,,Grimclaw G4: Hunt,
1121,140,1,41115,Special Permit,no,,Grimclaw G5: Hunt,
1122,140,2,41116,Special Permit,no,,Grimclaw EX: Hunt,
1123,140,3,41201,Special Permit,no,,Hellblade I: Hunt,
1124,140,4,41202,Special Permit,no,,Hellblade II: Capture,
1125,140,5,41203,Special Permit,no,,Hellblade III: Hunt,
1126,140,6,41204,Special Permit,no,,Hellblade IV: Hunt,
1127,140,7,41205,Special Permit,no,,Hellblade V: Hunt,
1128,141,0,41206,Special Permit,no,,Hellblade VI: Hunt,
1129,141,1,41207,Special Permit,no,,Hellblade VII: Hunt,
1130,141,2,41208,Special Permit,no,,Hellblade VIII: Capture,
1131,141,3,41209,Special Permit,no,,Hellblade IX: Hunt,
1132,141,4,41210,Special Permit,no,,Hellblade X: Hunt,
1133,141,5,41211,Special Permit,no,,Hellblade G1: Capture,
1134,141,6,41212,Special Permit,no,,Hellblade G2: Hunt,
1135,141,7,41213,Special Permit,no,,Hellblade G3: Hunt,
1136,142,0,41214,Special Permit,no,,Hellblade G4: Hunt,
1137,142,1,41215,Special Permit,no,,Hellblade G5: Hunt,
1138,142,2,41216,Special Permit,no,,Hellblade EX: Hunt,
1139,142,3,41311,Special Permit,no,,Nightcloak G1: Capture,
1140,142,4,41312,Special Permit,no,,Nightcloak G2: Hunt,
1141,142,5,41313,Special Permit,no,,Nightcloak G3: Hunt,
1142,142,6,41314,Special Permit,no,,Nightcloak G4: Hunt,
1143,142,7,41315,Special Permit,no,,Nightcloak G5: Hunt,
1144,143,0,41316,Special Permit,no,,Nightcloak EX: Hunt,
1145,143,1,41411,Special Permit,no,,Rustrazor G1: Capture,
1146,143,2,41412,Special Permit,no,,Rustrazor G2: Hunt,
1147,143,3,41413,Special Permit,no,,Rustrazor G3: Hunt,
1148,143,4,41414,Special Permit,no,,Rustrazor G4: Hunt,
1149,143,5,41415,Special Permit,no,,Rustrazor G5: Hunt,
1150,143,6,41416,Special Permit,no,,Rustrazor EX: Hunt,
1151,143,7,41511,Special Permit,no,,Soulseer G1: Capture,
1152,144,0,41512,Special Permit,no,,Soulseer G2: Hunt,
1153,144,1,41513,Special Permit,no,,Soulseer G3: Hunt,
1154,144,2,41514,Special Permit,no,,Soulseer G4: Hunt,
1155,144,3,41515,Special Permit,no,,Soulseer G5: Hunt,
1156,144,4,41516,Special Permit,no,,Soulseer EX: Hunt,
1157,144,5,41611,Special Permit,no,,Boltreaver G1: Capture,
1158,144,6,41612,Special Permit,no,,Boltreaver G2: Hunt,
1159,144,7,41613,Special Permit,no,,Boltreaver G3: Hunt,
1160,145,0,41614,Special Permit,no,,Boltreaver G4: Hunt,
1161,145,1,41615,Special Permit,no,,Boltreaver G5: Hunt,
1162,145,2,41616,Special Permit,no,,Boltreaver EX: Hunt,
1163,145,3,41711,Special Permit,no,,Elderfrost G1: Capture,
1164,145,4,41712,Special Permit,no,,Elderfrost G2: Hunt,
1165,145,5,41713,Special Permit,no,,Elderfrost G3: Hunt,
1166,145,6,41714,Special Permit,no,,Elderfrost G4: Hunt,
1167,145,7,41715,Special Permit,no,,Elderfrost G5: Hunt,
1168,146,0,41716,Special Permit,no,,Elderfrost EX: Hunt,
1169,146,1,41811,Special Permit,no,,Bloodbath G1: Hunt,
1170,146,2,41812,Special Permit,no,,Bloodbath G2: Capture,
1171,146,3,41813,Special Permit,no,,Bloodbath G3: Hunt,
1172,146,4,41814,Special Permit,no,,Bloodbath G4: Hunt,
1173,146,5,41815,Special Permit,no,,Bloodbath G5: Hunt,
1174,146,6,41816,Special Permit,no,,Bloodbath EX: Hunt,
1175,146,7,30101,Training,no,,Hunter Training: The Basics,
1176,147,0,30102,Training,no,,Hunter Training: Combining,
1177,147,1,30103,Training,no,,Hunter Training: Mining,
1178,147,2,30104,Training,no,,Hunter Training: Fishing,
1179,147,3,30105,Training,no,,Hunter Training: Transporting,
1180,147,4,30106,Training,no,,Hunter Training: Slaying,
1181,147,5,30107,Training,no,,Hunter Training: Capturing,
1182,147,6,130301,Training,yes,,Prowler Training: The Basics,
1183,147,7,130302,Training,yes,,Prowler Training: Combining,
1184,148,0,130303,Training,yes,,Prowler Training: Gathering,
1185,148,1,130304,Training,yes,,Prowler Training: Fishing,
1186,148,2,130305,Training,yes,,Prowler Training: Transporting,
1187,148,3,130307,Training,yes,,Prowler Training: Slaying I,
1188,148,4,130308,Training,yes,,Prowler Training: Slaying II,
1189,148,5,130306,Training,yes,,Prowler Training: Capturing,
1190,148,6,30201,Training,no,,Guild Style Training,
1191,148,7,30202,Training,no,,Striker Style Training,
1192,149,0,30203,Training,no,,Aerial Style Training,
1193,149,1,30204,Training,no,,Adept Style Training,
1194,149,2,30205,Training,no,,Guild Style Training,
1195,149,3,30206,Training,no,,Striker Style Training,
1196,149,4,30207,Training,no,,Aerial Style Training,
1197,149,5,30208,Training,no,,Adept Style Training,
1198,149,6,30209,Training,no,,Guild Style Training,
1199,149,7,30210,Training,no,,Striker Style Training,
1200,150,0,30211,Training,no,,Aerial Style Training,
1201,150,1,30212,Training,no,,Adept Style Training,
1202,150,2,30213,Training,no,,Guild Style Training,
1203,150,3,30214,Training,no,,Striker Style Training,
1204,150,4,30215,Training,no,,Aerial Style Training,
1205,150,5,30216,Training,no,,Adept Style Training,
1206,150,6,30217,Training,no,,Guild Style Training,
1207,150,7,30218,Training,no,,Striker Style Training,
1208,151,0,30219,Training,no,,Aerial Style Training,
1209,151,1,30220,Training,no,,Adept Style Training,
1210,151,2,30221,Training,no,,Guild Style Training,
1211,151,3,30222,Training,no,,Striker Style Training,
1212,151,4,30223,Training,no,,Aerial Style Training,
1213,151,5,30224,Training,no,,Adept Style Training,
1214,151,6,30225,Training,no,,Guild Style Training,
1215,151,7,30226,Training,no,,Striker Style Training,
1216,152,0,30227,Training,no,,Aerial Style Training,
1217,152,1,30228,Training,no,,Adept Style Training,
1218,152,2,30229,Training,no,,Guild Style Training,
1219,152,3,30230,Training,no,,Striker Style Training,
1220,152,4,30231,Training,no,,Aerial Style Training,
1221,152,5,30232,Training,no,,Adept Style Training,
1222,152,6,30233,Training,no,,Guild Style Training,
1223,152,7,30234,Training,no,,Striker Style Training,
1224,153,0,30235,Training,no,,Aerial Style Training,
1225,153,1,30236,Training,no,,Adept Style Training,
1226,153,2,30237,Training,no,,Guild Style Training,
1227,153,3,30238,Training,no,,Striker Style Training,
1228,153,4,30239,Training,no,,Aerial Style Training,
1229,153,5,30240,Training,no,,Adept Style Training,
1230,153,6,30241,Training,no,,Guild Style Training,
1231,153,7,30242,Training,no,,Striker Style Training,
1232,154,0,30243,Training,no,,Aerial Style Training,
1233,154,1,30244,Training,no,,Adept Style Training,
1234,154,2,30245,Training,no,,Guild Style Training,
1235,154,3,30246,Training,no,,Striker Style Training,
1236,154,4,30247,Training,no,,Aerial Style Training,
1237,154,5,30248,Training,no,,Adept Style Training,
1238,154,6,30249,Training,no,,Guild Style Training,
1239,154,7,30250,Training,no,,Striker Style Training,
1240,155,0,30251,Training,no,,Aerial Style Training,
1241,155,1,30252,Training,no,,Adept Style Training,
1242,155,2,30253,Training,no,,Guild Style Training,
1243,155,3,30254,Training,no,,Striker Style Training,
1244,155,4,30255,Training,no,,Aerial Style Training,
1245,155,5,30256,Training,no,,Adept Style Training,
1246,155,6,30257,Training,no,,Valor Style Training,
1247,155,7,30258,Training,no,,Alchemy Style Training,
1248,156,0,30259,Training,no,,SP Hunter Arts Training,
1249,156,1,30260,Training,no,,Valor Style Training,
1250,156,2,30261,Training,no,,Alchemy Style Training,
1251,156,3,30262,Training,no,,SP Hunter Arts Training,
1252,156,4,30263,Training,no,,Valor Style Training,
1253,156,5,30264,Training,no,,Alchemy Style Training,
1254,156,6,30265,Training,no,,SP Hunter Arts Training,
1255,156,7,30266,Training,no,,Valor Style Training,
1256,157,0,30267,Training,no,,Alchemy Style Training,
1257,157,1,30268,Training,no,,SP Hunter Arts Training,
1258,157,2,30269,Training,no,,Valor Style Training,
1259,157,3,30270,Training,no,,Alchemy Style Training,
1260,157,4,30271,Training,no,,SP Hunter Arts Training,
1261,157,5,30272,Training,no,,Valor Style Training,
1262,157,6,30273,Training,no,,Alchemy Style Training,
1263,157,7,30274,Training,no,,SP Hunter Arts Training,
1264,158,0,30275,Training,no,,Valor Style Training,
1265,158,1,30276,Training,no,,Alchemy Style Training,
1266,158,2,30277,Training,no,,SP Hunter Arts Training,
1267,158,3,30278,Training,no,,Valor Style Training,
1268,158,4,30279,Training,no,,Alchemy Style Training,
1269,158,5,30280,Training,no,,SP Hunter Arts Training,
1270,158,6,30281,Training,no,,Valor Style Training,
1271,158,7,30282,Training,no,,Alchemy Style Training,
1272,159,0,30283,Training,no,,SP Hunter Arts Training,
1273,159,1,30284,Training,no,,Valor Style Training,
1274,159,2,30285,Training,no,,Alchemy Style Training,
1275,159,3,30286,Training,no,,SP Hunter Arts Training,
1276,159,4,30287,Training,no,,Valor Style Training,
1277,159,5,30288,Training,no,,Alchemy Style Training,
1278,159,6,30289,Training,no,,SP Hunter Arts Training,
1279,159,7,30290,Training,no,,Valor Style Training,
1280,160,0,30291,Training,no,,Alchemy Style Training,
1281,160,1,30292,Training,no,,SP Hunter Arts Training,
1282,160,2,30293,Training,no,,Valor Style Training,
1283,160,3,30294,Training,no,,Alchemy Style Training,
1284,160,4,30295,Training,no,,SP Hunter Arts Training,
1285,160,5,30296,Training,no,,Valor Style Training,
1286,160,6,30297,Training,no,,Alchemy Style Training,
1287,160,7,30298,Training,no,,SP Hunter Arts Training,
1288,161,0,20001,Arena,no,,Grudge Match: Malfestio,
1289,161,1,20002,Arena,no,,Grudge Match: Khezu,
1290,161,2,20003,Arena,no,,Grudge Match: Najarala,
1291,161,3,20004,Arena,no,,Grudge Match: Rathalos,
1292,161,4,20005,Arena,no,,Grudge Match: Kecha Wacha,
1293,161,5,20006,Arena,no,,Grudge Match: Plesioth,
1294,161,6,20007,Arena,no,,Grudge Match: Brachydios,
1295,161,7,20008,Arena,no,,Grudge Match: Barioth,
1296,162,0,20009,Arena,no,,Grudge Match: Yian Garuga,
1297,162,1,20010,Arena,no,,Grudge Match: Uragaan,
1298,162,2,20011,Arena,no,,Grudge Match: Seregios,
1299,162,3,120001,Arena,yes,,Grudge Match: Great Maccao,
1300,162,4,120002,Arena,yes,,Grudge Match: Gypceros,
1301,162,5,120003,Arena,yes,,Grudge Match: Bird Wyverns,
1302,162,6,120004,Arena,yes,,Grudge Match: Barroth,
1303,162,7,120005,Arena,yes,,Grudge Match: Tetsucabra,
1304,163,0,120006,Arena,yes,,Grudge Match: Congalala,
1305,163,1,1010005,Event Hub,no,3,DUMMY,placeholder entry
1306,163,2,1010006,Event Hub,no,1,Hunter Low-rank 2,
1307,163,3,1010007,Event Hub,no,1,Hunter Low-rank 3,
1308,163,4,1010001,Event Hub,no,3,DUMMY,placeholder entry
1309,163,5,1010002,Event Hub,no,3,DUMMY,placeholder entry
1310,163,6,1010003,Event Hub,no,3,DUMMY,placeholder entry
1311,163,7,1010004,Event Hub,no,3,A Season for Lava,
1312,164,0,1110007,Event Hub,yes,2,Nakayoshi: Silver Crystal,
1313,164,1,1110008,Event Hub,yes,2,Prowler Low-rank 2,
1314,164,2,1110009,Event Hub,yes,2,Prowler Low-rank 3,
1315,164,3,1110001,Event Hub,yes,2,CoroCoro: Lost in the Swamp,
1316,164,4,1110002,Event Hub,yes,3,The King of Lynians!,
1317,164,5,1110003,Event Hub,yes,3,Jump: Crimson Strongmen,
1318,164,6,1110004,Event Hub,yes,2,Initiate: Operation Moofah,
1319,164,7,1110005,Event Hub,yes,2,The Uniqlo Avant-garde,
1320,165,0,1010168,Event Hub,no,5,Jump: The Desert Crown,
1321,165,1,1010173,Event Hub,no,7,DUMMY,placeholder entry
1322,165,2,1010169,Event Hub,no,6,DUMMY,placeholder entry
1323,165,3,1010171,Event Hub,no,5,The Legend of Zelda: Power,
1324,165,4,1010172,Event Hub,no,7,Fire Emblem: Warding Despair,
1325,165,5,1010170,Event Hub,no,7,Strider: Frozen Mission,
1326,165,6,1010174,Event Hub,no,6,Okami: Most Wanted,
1327,165,7,1010175,Event Hub,no,7,Ghosts 'n Goblins: Seeing Red,
1328,166,0,1010176,Event Hub,no,1,Hunter High-rank 9,
1329,166,1,1010177,Event Hub,no,1,Hunter High-rank 10,
1330,166,2,1010101,Event Hub,no,7,Crows: The Black Crows,
1331,166,3,1010102,Event Hub,no,5,Yowamushi Pedal: Princess,
1332,166,4,1010103,Event Hub,no,7,Baki: Biggest vs. Strongest,
1333,166,5,1010104,Event Hub,no,6,CoroCoro: Rolling Bowlers,
1334,166,6,1010105,Event Hub,no,7,Ushio & Tora: White Mizutsune,
1335,166,7,1010106,Event Hub,no,7,Magi: Rescue from the Fall,
1336,167,0,1010107,Event Hub,no,7,The Exploding Flame King,
1337,167,1,1010108,Event Hub,no,7,Yu-Gi-Oh: A Beautiful Wyvern,
1338,167,2,1010109,Event Hub,no,7,Jump: Boiling Magma,
1339,167,3,1010110,Event Hub,no,7,Famitsu: Mizutsune Feature,
1340,167,4,1010111,Event Hub,no,7,Dengeki: Turbulent Seas,
1341,167,5,1010112,Event Hub,no,7,Uniqlo Shock Fest,
1342,167,6,1010113,Event Hub,no,7,DUMMY,placeholder entry
1343,167,7,1010114,Event Hub,no,7,DUMMY,placeholder entry
1344,168,0,1010115,Event Hub,no,7,DUMMY,placeholder entry
1345,168,1,1010116,Event Hub,no,6,DUMMY,placeholder entry
1346,168,2,1010117,Event Hub,no,7,DUMMY,placeholder entry
1347,168,3,1010118,Event Hub,no,7,Star Fox: Battle at Arctic Ridge,
1348,168,4,1010119,Event Hub,no,7,The Three Virtues,
1349,168,5,1010120,Event Hub,no,7,Metroid: Special Mission,
1350,168,6,1010121,Event Hub,no,7,The Steel Vanguard,
1351,168,7,1010122,Event Hub,no,7,The Voracious King,
1352,169,0,1010123,Event Hub,no,7,DMC: The Seltas Queen's Cry,
1353,169,1,1010124,Event Hub,no,7,Mega Man: Yellow Devil,
1354,169,2,1010125,Event Hub,no,7,Capcom: Brilliant Orchestra,
1355,169,3,1010127,Event Hub,no,7,Felyne Village: The Tourney,
1356,169,4,1010128,Event Hub,no,7,Fan Club: Great All Stars,
1357,169,5,1010129,Event Hub,no,7,Fan Club: Remobra Removal,
1358,169,6,1010130,Event Hub,no,7,Capcom: White & Black,
1359,169,7,1010131,Event Hub,no,7,Capcom: The Ruler's Rage,
1360,170,0,1010133,Event Hub,no,7,Moonlit Tryst,
1361,170,1,1010134,Event Hub,no,7,Raging Twins,
1362,170,2,1010135,Event Hub,no,7,All's Hair in Glove & War,
1363,170,3,1010137,Event Hub,no,7,A Golden Moon Rises,
1364,170,4,1010138,Event Hub,no,7,Silver and Gold,
1365,170,5,1010140,Event Hub,no,7,Secret Nibelsnarf Hunt,
1366,170,6,1010141,Event Hub,no,7,The Obvious Choice...,
1367,170,7,1010142,Event Hub,no,7,It Would Be a Shame If...,
1368,171,0,1010143,Event Hub,no,7,Not Stepping One Foot...,
1369,171,1,1010144,Event Hub,no,7,Picturesque Encounter,
1370,171,2,1010145,Event Hub,no,7,Absolute Power,
1371,171,3,1010146,Event Hub,no,7,A Land Draped in Fantasy,
1372,171,4,1010147,Event Hub,no,7,The Formless One,
1373,171,5,1010148,Event Hub,no,7,The White God Returns,
1374,171,6,1010149,Event Hub,no,7,Evil Descendeth Upon Us,
1375,171,7,1010150,Event Hub,no,7,Where Gods Fear to Tread,
1376,172,0,1010151,Event Hub,no,7,Harbinger of Death,
1377,172,1,1010152,Event Hub,no,7,No Party Poopers!,
1378,172,2,1010153,Event Hub,no,7,The Five Kings of Destruction,
1379,172,3,1010154,Event Hub,no,7,How It's Done,
1380,172,4,1010155,Event Hub,no,7,Unbridled Rage,
1381,172,5,1010156,Event Hub,no,7,Insanity and Destruction,
1382,172,6,1010157,Event Hub,no,7,Volcano Item Delivery,
1383,172,7,1010158,Event Hub,no,6,Anything For a Buck,
1384,173,0,1010159,Event Hub,no,7,A Mammoth Mistake,
1385,173,1,1010161,Event Hub,no,7,The Untamed Mountains,
1386,173,2,1010163,Event Hub,no,7,The Best of the Best,
1387,173,3,1010164,Event Hub,no,7,The Greatest Hunter,
1388,173,4,1010165,Event Hub,no,7,Retreat Run-in,
1389,173,5,1010166,Event Hub,no,7,Overcome with Awe,
1390,173,6,1010167,Event Hub,no,7,The Hammer and the Pike,
1391,173,7,1110112,Event Hub,yes,5,Case Closed: Monster Files,
1392,174,0,1110113,Event Hub,yes,4,DUMMY,placeholder entry
1393,174,1,1110114,Event Hub,yes,4,Prowler High-rank 3,
1394,174,2,1110115,Event Hub,yes,4,Prowler High-rank 4,
1395,174,3,1110101,Event Hub,yes,4,CoroCoro: Big Bad Bugs,
1396,174,4,1110102,Event Hub,yes,4,A Hero's Return,
1397,174,5,1110103,Event Hub,yes,4,Mario: The White Donkey Kong?,
1398,174,6,1110104,Event Hub,yes,5,Animal Crossing: Picnic Day,
1399,174,7,1110105,Event Hub,yes,7,SF: Ultimate Entrance Exam,
1400,175,0,1110106,Event Hub,yes,7,Fan Club: Arena Action,
1401,175,1,1110111,Event Hub,yes,6,Too Hot to Handle,
1402,175,2,1110108,Event Hub,yes,6,Making the Cut,
1403,175,3,1110109,Event Hub,yes,7,Catch a Rathalos by the Tail,
1404,175,4,1011006,Event Hub,no,G2,Famitsu: Kecha the Scoop!,
1405,175,5,1011007,Event Hub,no,G3,Dengeki: Top of Old Sparky,
1406,175,6,1011002,Event Hub,no,G2,Kingdom: Test of the Best!,
1407,175,7,1011003,Event Hub,no,G3,DUMMY,placeholder entry
