quest_id,name,rule
30282,Alchemy Style Training,always
30283,SP Hunter Arts Training,always
30284,Valor Style Training,always
30285,Alchemy Style Training,always
30286,SP Hunter Arts Training,always
30287,Valor Style Training,always
30288,Alchemy Style Training,always
30289,SP Hunter Arts Training,always
30290,Valor Style Training,always
30291,Alchemy Style Training,always
30292,SP Hunter Arts Training,always
30293,Valor Style Training,always
30294,Alchemy Style Training,always
30295,SP Hunter Arts Training,always
30296,Valor Style Training,always
30297,Alchemy Style Training,always
30298,SP Hunter Arts Training,always
20001,Grudge Match: Malfestio,always
20002,Grudge Match: Khezu,cleared:323
20003,Grudge Match: Najarala,cleared:422
20004,Grudge Match: Rathalos,cleared:516
20005,Grudge Match: Kecha Wacha,cleared:10408
20006,Grudge Match: Plesioth,cleared:10531
20007,Grudge Match: Brachydios,cleared:10705
20008,Grudge Match: Barioth,always
20009,Grudge Match: Yian Garuga,cleared:11209
20010,Grudge Match: Uragaan,cleared:11351
20011,Grudge Match: Seregios,always
120001,Grudge Match: Great Maccao,always
120002,Grudge Match: Gypceros,cleared:100401
120003,Grudge Match: Bird Wyverns,cleared:110601
120004,Grudge Match: Barroth,always
120005,Grudge Match: Tetsucabra,cleared:111103
120006,Grudge Match: Congalala,cleared:111201
1010005,DUMMY,
1010006,Hunter Low-rank 2,
1010007,Hunter Low-rank 3,
1010001,DUMMY,
1010002,DUMMY,
1010003,DUMMY,
1010004,A Season for Lava,
1110007,Nakayoshi: Silver Crystal,
1110008,Prowler Low-rank 2,
1110009,Prowler Low-rank 3,
1110001,CoroCoro: Lost in the Swamp,
1110002,The King of Lynians!,
1110003,Jump: Crimson Strongmen,
1110004,Initiate: Operation Moofah,
1110005,The Uniqlo Avant-garde,
1010168,Jump: The Desert Crown,
1010173,DUMMY,
1010169,DUMMY,
1010171,The Legend of Zelda: Power,
1010172,Fire Emblem: Warding Despair,
1010170,Strider: Frozen Mission,
1010174,Okami: Most Wanted,
1010175,Ghosts 'n Goblins: Seeing Red,
1010176,Hunter High-rank 9,
1010177,Hunter High-rank 10,
1010101,Crows: The Black Crows,
1010102,Yowamushi Pedal: Princess,
1010103,Baki: Biggest vs. Strongest,
1010104,CoroCoro: Rolling Bowlers,
1010105,Ushio & Tora: White Mizutsune,
1010106,Magi: Rescue from the Fall,
1010107,The Exploding Flame King,
1010108,Yu-Gi-Oh: A Beautiful Wyvern,
1010109,Jump: Boiling Magma,
1010110,Famitsu: Mizutsune Feature,
1010111,Dengeki: Turbulent Seas,
1010112,Uniqlo Shock Fest,
1010113,DUMMY,
1010114,DUMMY,
1010115,DUMMY,
1010116,DUMMY,
1010117,DUMMY,
1010118,Star Fox: Battle at Arctic Ridge,
1010119,The Three Virtues,
1010120,Metroid: Special Mission,
1010121,The Steel Vanguard,
1010122,The Voracious King,
1010123,DMC: The Seltas Queen's Cry,
1010124,Mega Man: Yellow Devil,
1010125,Capcom: Brilliant Orchestra,
1010127,Felyne Village: The Tourney,
1010128,Fan Club: Great All Stars,
1010129,Fan Club: Remobra Removal,
1010130,Capcom: White & Black,
1010131,Capcom: The Ruler's Rage,
1010133,Moonlit Tryst,
1010134,Raging Twins,
1010135,All's Hair in Glove & War,
1010137,A Golden Moon Rises,
1010138,Silver and Gold,
1010140,Secret Nibelsnarf Hunt,
1010141,The Obvious Choice...,
1010142,It Would Be a Shame If...,
1010143,Not Stepping One Foot...,
1010144,Picturesque Encounter,
1010145,Absolute Power,
1010146,A Land Draped in Fantasy,
1010147,The Formless One,
1010148,The White God Returns,
1010149,Evil Descendeth Upon Us,
1010150,Where Gods Fear to Tread,
1010151,Harbinger of Death,
1010152,No Party Poopers!,
1010153,The Five Kings of Destruction,
1010154,How It's Done,
1010155,Unbridled Rage,
1010156,Insanity and Destruction,
1010157,Volcano Item Delivery,
1010158,Anything For a Buck,
1010159,A Mammoth Mistake,
1010161,The Untamed Mountains,
1010163,The Best of the Best,
1010164,The Greatest Hunter,
1010165,Retreat Run-in,
1010166,Overcome with Awe,
1010167,The Hammer and the Pike,
1110112,Case Closed: Monster Files,
1110113,DUMMY,
1110114,Prowler High-rank 3,
1110115,Prowler High-rank 4,
1110101,CoroCoro: Big Bad Bugs,
1110102,A Hero's Return,
1110103,Mario: The White Donkey Kong?,
1110104,Animal Crossing: Picnic Day,
1110105,SF: Ultimate Entrance Exam,
1110106,Fan Club: Arena Action,
1110111,Too Hot to Handle,
1110108,Making the Cut,
1110109,Catch a Rathalos by the Tail,
1011006,Famitsu: Kecha the Scoop!,
1011007,Dengeki: Top of Old Sparky,
1011002,Kingdom: Test of the Best!,
1011003,DUMMY,
1011001,Case Closed: Desert Arrest!,
1011004,Shonen: Winged Nocturne,
1011005,Drifters: Isle of Lost Souls,
1011008,The Legend of Zelda: Courage,
1011009,DUMMY,
1011010,Into the Maw of Darkness,
1011011,Fan Club: Climbing The Ranks,
1011012,URGENT: COAL MINERS NEEDED,
1011013,Frozen Free-For-All,
1011015,Nerscylla Nightmare,
1011016,It'll Come Out in the Wash,
1011017,"""My Love is Like a Chill Wind...?""",
1011018,A Solid Argument,
1011019,Glimmers of False Hope,
1011024,Forewarned is Four-Horned,
1011020,Violence in the Verdure,
1011021,Paws Off My Fish!,
1011022,"Big, Bad 'n' Woolly",
1011023,Blade Blazing Brightly Black,
1011025,Meat is Murder,
1011026,The Cry of Chaos,
1011027,Brutal Brachydios,
1011028,Bequest Quest,
1011029,"Forget Valstrax, Big Sis is Scarier!",
1011030,"The Gloom of 1,001 Nights",
1011031,A Terrible Light,
1011032,Legitimate Soaratorium Quest,
1011033,Lord of the Volcanic Hollow,
1011034,Welcome Back To Hell,
1011035,Monster on a Crusade,
1011036,Ukanlos-Made Global Cooling,
1011037,Lao-Shan Lung Time No See,
1011039,Alatreon and Alack,
1011040,End of a Dark History,
1011041,To Slay a Legend,
1011042,Defy the Prophecy,
1011043,Monster Hunter Channel I,
1011044,Monster Hunter Channel II,
1011045,@,
1011046,@,
1011047,@,
1011048,@,
1011049,@,
1111003,CoroCoro: Fart of Darkness,
1111001,Baki: Deadly Claws,
1111002,WORST: Skull Motif,
1111007,DUMMY,
1111006,The Legend of Zelda: Wisdom,
1111004,Turnabout Takedown,
1111005,Capcom: Prowler's Spirit,
1111008,@,
1111009,@,
1111010,@,
1111011,@,
1111012,@,
1111013,@,
1111014,Prowler G-rank Quest 7,
1111015,Prowler G-rank Quest 8,
1020015,XX Trials: Dreadqueen,
1020016,XX Trials: Thunderlord,
1020017,XX Trials: Silverwind,
1020018,XX Trials: Dreadking,
1020019,XX Trials: Grimclaw,
1020020,XX Trials: Gravios,
1020021,XX Trials: Elderfrost,
1020022,XX Trials: Hunt-a-thon I,
1020023,XX Trials: Hunt-a-thon II,
1020024,XX Trials: Stonefist,
1020025,XX Trials: Drilltusk,
1020026,XX Trials: Redhelm,
1020027,XX Trials: Deadeye,
1020028,XX Trials: Snowbaron,
1020029,XX Trials: Hunt-a-thon III,
1020030,@,
1020001,Event: Slay a Mizutsune,
1020002,Event: Slay a Glavenus,
1020003,Event: Slay a Gammoth,
1020004,Event: Slay an Astalos,
1020005,Event: Slay a Lagiacrus,
1020006,Event: Hunt-a-thon 1,
1020007,Event: Hunt-a-thon 2,
1020008,Event: Hunt-a-thon 3,
1020009,Event: Slay a Zinogre,
1020010,Event: Slay a Gore Magala,
1020011,Event: Slay a Tigrex,
1020012,Event: Slay a Rathalos,
1020013,Event: Slay a Nargacuga,
1020014,Event: Hunt-a-thon 4,
1120007,XX Trials: Rathalos,
1120008,XX Trials: Tigrex,
1120009,XX Trials: Nargacuga,
1120010,XX Trials: Zinogre,
1120011,XX Trials: Brachydios,
1120012,XX Trials: Hunt-a-thon IV,
1120013,Quest Template,
1120001,Event: Slay a Volvidon,
1120002,Event: Slay a Royal Ludroth,
1120003,Event: Slay a Lagombi,
1120004,Event: Slay a Yian Kut-Ku,
1120005,Event: Slay an Arzuros,
1120006,Event: Hunt-a-thon 5,
